Age,Attrition,Non-Travel,Travel_Frequently,Travel_Rarely,DailyRate,Human Resources,Research & Development,Sales,DistanceFromHome,Education,Technical Degree,Marketing,Medical,Other,Life Sciences,EnvironmentSatisfaction,Male,Female,HourlyRate,JobInvolvement,JobLevel,Research Director,Sales Representative,Manager,Healthcare Representative,Manufacturing Director,Laboratory Technician,Research Scientist,Sales Executive,JobSatisfaction,MaritalStatusDivorced,MaritalStatusMarried,MaritalStatusSingle,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OvertimeNo,OvertimeYes,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,1,0,0,1,1449,0,0,1,2,3,0,1,0,0,0,1,0,1,94,1,5,0,0,1,0,0,0,0,0,2,0,0,1,18824,2493,2,0,1,16,3,1,80,0,26,2,3,24,10,1,11
30,0,0,0,1,241,0,1,0,7,3,0,0,1,0,0,2,1,0,48,2,1,0,0,0,0,0,0,1,0,2,0,1,0,2141,5348,1,1,0,12,3,2,80,1,6,3,2,6,4,1,1
43,0,0,0,1,1273,0,1,0,2,2,0,0,1,0,0,4,0,1,72,4,1,0,0,0,0,0,0,1,0,3,1,0,0,2645,21923,1,1,0,12,3,4,80,2,6,3,2,5,3,1,4
54,0,0,0,1,971,0,1,0,1,3,0,0,1,0,0,4,0,1,54,3,4,1,0,0,0,0,0,0,0,4,0,0,1,17328,5652,6,1,0,19,3,4,80,0,29,3,2,20,7,12,7
36,0,1,0,0,301,0,0,1,15,4,0,1,0,0,0,4,1,0,88,1,2,0,0,0,0,0,0,0,1,4,1,0,0,5406,10436,1,1,0,24,4,1,80,1,15,4,2,15,12,11,11
33,1,0,0,1,211,0,0,1,16,3,0,0,0,0,1,1,0,1,74,3,3,0,0,0,0,0,0,0,1,1,0,0,1,8564,10092,2,0,1,20,4,3,80,0,11,2,2,0,0,0,0
27,0,0,0,1,1377,0,1,0,11,1,0,0,0,0,1,2,1,0,91,3,1,0,0,0,0,0,1,0,0,1,0,1,0,2099,7679,0,1,0,14,3,2,80,0,6,3,4,5,0,1,4
26,1,0,1,0,575,0,1,0,3,1,1,0,0,0,0,3,1,0,73,3,1,0,0,0,0,0,0,1,0,1,0,0,1,3102,6582,0,1,0,22,4,3,80,0,7,2,3,6,4,0,4
45,0,1,0,0,805,0,1,0,4,2,0,0,0,0,1,3,1,0,57,3,2,0,0,0,0,0,1,0,0,2,0,1,0,4447,23163,1,1,0,12,3,2,80,0,9,5,2,9,7,0,8
41,1,1,0,0,906,0,1,0,5,2,0,0,0,0,1,1,1,0,95,2,1,0,0,0,0,0,0,1,0,1,1,0,0,2107,20293,6,1,0,17,3,1,80,1,5,2,1,1,0,0,0
31,0,0,0,1,218,0,0,1,7,3,1,0,0,0,0,2,1,0,100,4,2,0,0,0,0,0,0,0,1,4,0,1,0,6929,12241,4,1,0,11,3,2,80,1,10,3,2,8,7,7,7
19,1,0,0,1,303,0,1,0,2,3,0,0,0,0,1,2,1,0,47,2,1,0,0,0,0,0,1,0,0,4,0,0,1,1102,9241,1,1,0,22,4,3,80,0,1,3,2,1,0,1,0
28,1,0,0,1,1404,0,1,0,17,3,1,0,0,0,0,3,1,0,32,2,1,0,0,0,0,0,1,0,0,4,1,0,0,2367,18779,5,1,0,12,3,1,80,1,6,2,2,4,1,0,3
58,1,0,1,0,781,0,1,0,2,1,0,0,0,0,1,4,1,0,57,2,1,0,0,0,0,0,1,0,0,4,1,0,0,2380,13384,9,0,1,14,3,4,80,1,3,3,2,1,0,0,0
52,1,0,0,1,723,0,1,0,8,4,0,0,1,0,0,3,1,0,85,2,2,0,0,0,0,0,0,1,0,2,0,1,0,4941,17747,2,1,0,15,3,1,80,0,11,3,2,8,2,7,7
32,1,0,0,1,374,0,1,0,25,4,0,0,0,0,1,1,1,0,87,3,1,0,0,0,0,0,1,0,0,4,0,0,1,2795,18016,1,0,1,24,4,3,80,0,1,2,1,1,0,0,1
29,1,0,1,0,337,0,1,0,14,1,0,0,0,1,0,3,0,1,84,3,3,0,0,0,1,0,0,0,0,4,0,0,1,7553,22930,0,0,1,12,3,1,80,0,9,1,3,8,7,7,7
41,1,1,0,0,906,0,1,0,5,2,0,0,0,0,1,1,1,0,95,2,1,0,0,0,0,0,0,1,0,1,1,0,0,2107,20293,6,1,0,17,3,1,80,1,5,2,1,1,0,0,0
50,1,0,0,1,410,0,0,1,28,3,0,1,0,0,0,4,1,0,39,2,3,0,0,0,0,0,0,0,1,1,1,0,0,10854,16586,4,0,1,13,3,2,80,1,20,3,3,3,2,2,0
35,0,0,0,1,992,0,1,0,1,3,0,0,1,0,0,4,1,0,68,2,1,0,0,0,0,0,1,0,0,1,0,0,1,2450,21731,1,1,0,19,3,2,80,0,3,3,3,3,0,1,2
22,1,0,0,1,617,0,1,0,3,1,0,0,0,0,1,2,0,1,34,3,2,0,0,0,0,1,0,0,0,3,0,1,0,4171,10022,0,0,1,19,3,1,80,1,4,3,4,3,2,0,2
45,0,0,0,1,193,0,1,0,6,4,0,0,0,1,0,4,1,0,52,3,3,1,0,0,0,0,0,0,0,1,0,1,0,13245,15067,4,0,1,14,3,2,80,0,17,3,4,0,0,0,0
60,0,0,0,1,422,0,1,0,7,3,0,0,0,0,1,1,0,1,41,3,5,0,0,1,0,0,0,0,0,1,0,1,0,19566,3854,5,1,0,11,3,4,80,0,33,5,1,29,8,11,10
29,1,0,0,1,224,0,1,0,1,4,1,0,0,0,0,1,1,0,100,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2362,7568,6,1,0,13,3,3,80,0,11,2,1,9,7,0,7
32,0,0,0,1,120,0,1,0,6,5,0,0,0,0,1,3,1,0,43,3,1,0,0,0,0,0,0,1,0,3,0,0,1,3038,12430,3,1,0,20,4,1,80,0,8,2,3,5,4,1,4
45,0,1,0,0,589,0,0,1,2,4,0,0,0,0,1,3,0,1,67,3,2,0,0,0,0,0,0,0,1,3,0,1,0,5154,19665,4,1,0,22,4,2,80,2,10,3,4,8,7,5,7
20,1,0,1,0,871,0,1,0,6,3,0,0,0,0,1,4,0,1,66,2,1,0,0,0,0,0,1,0,0,4,0,0,1,2926,19783,1,0,1,18,3,2,80,0,1,5,3,1,0,1,0
47,1,0,1,0,1093,0,0,1,9,3,0,0,0,0,1,3,1,0,82,1,4,0,0,0,0,0,0,0,1,3,0,1,0,12936,24164,7,1,0,11,3,3,80,0,25,3,1,23,5,14,10
31,0,0,0,1,140,0,1,0,12,1,0,0,1,0,0,3,0,1,95,3,1,0,0,0,0,0,0,1,0,4,0,1,0,3929,6984,8,0,1,23,4,3,80,1,7,0,3,4,2,0,2
51,1,0,1,0,1150,0,1,0,8,4,0,0,0,0,1,1,1,0,53,1,3,0,0,0,0,1,0,0,0,4,0,0,1,10650,25150,2,1,0,15,3,4,80,0,18,2,3,4,2,0,3
50,0,0,0,1,804,0,1,0,9,3,0,0,0,0,1,1,1,0,64,3,1,0,0,0,0,0,1,0,0,4,0,1,0,2380,20165,4,1,0,18,3,2,80,0,8,5,3,1,0,0,0
35,1,0,0,1,737,0,0,1,10,3,0,0,1,0,0,4,1,0,55,2,3,0,0,0,0,0,0,0,1,1,0,1,0,10306,21530,9,1,0,17,3,3,80,0,15,3,3,13,12,6,0
34,1,0,1,0,234,0,1,0,9,4,0,0,0,0,1,4,1,0,93,3,2,0,0,0,0,0,1,0,0,1,0,1,0,5346,6208,4,1,0,17,3,3,80,1,11,3,2,7,1,0,7
58,1,0,0,1,286,0,1,0,2,4,0,0,0,0,1,4,1,0,31,3,5,1,0,0,0,0,0,0,0,2,0,0,1,19246,25761,7,0,1,12,3,4,80,0,40,2,3,31,15,13,8
33,1,0,0,1,527,0,1,0,1,4,0,0,0,1,0,4,1,0,63,3,1,0,0,0,0,0,0,1,0,4,0,0,1,2686,5207,1,0,1,13,3,3,80,0,10,2,2,10,9,7,8
34,1,0,0,1,699,0,1,0,6,1,0,0,1,0,0,2,1,0,83,3,1,0,0,0,0,0,0,1,0,1,0,0,1,2960,17102,2,1,0,11,3,3,80,0,8,2,3,4,2,1,3
31,1,0,1,0,1060,0,0,1,1,3,0,0,0,0,1,4,0,1,54,3,1,0,1,0,0,0,0,0,0,2,0,0,1,2302,8319,1,0,1,11,3,1,80,0,3,2,4,3,2,2,2
28,1,0,0,1,1434,0,1,0,5,4,1,0,0,0,0,3,1,0,50,3,1,0,0,0,0,0,1,0,0,3,0,0,1,3441,11179,1,0,1,13,3,3,80,0,2,3,2,2,2,2,2
40,0,0,0,1,107,0,0,1,10,3,1,0,0,0,0,2,0,1,84,2,2,0,0,0,0,0,0,0,1,2,1,0,0,6852,11591,7,1,0,12,3,2,80,1,7,2,4,5,1,1,3
30,0,0,1,0,1312,0,1,0,23,3,0,0,0,0,1,1,1,0,96,1,1,0,0,0,0,0,0,1,0,3,1,0,0,2613,22310,1,1,0,25,4,3,80,3,10,2,2,10,7,0,9
28,1,0,0,1,1475,0,0,1,13,2,0,1,0,0,0,4,0,1,84,3,2,0,0,0,0,0,0,0,1,3,0,0,1,9854,23352,3,0,1,11,3,4,80,0,6,0,3,2,0,2,2
29,1,0,0,1,906,0,1,0,10,3,0,0,0,0,1,4,0,1,92,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2404,11479,6,0,1,20,4,3,80,0,3,5,3,0,0,0,0
30,1,0,1,0,600,1,0,0,8,3,0,0,0,0,0,3,0,1,66,2,1,0,0,0,0,0,0,0,0,4,1,0,0,2180,9732,6,1,0,11,3,3,80,1,6,0,2,4,2,1,2
28,0,0,0,1,640,0,1,0,1,3,1,0,0,0,0,4,1,0,84,3,1,0,0,0,0,0,0,1,0,1,0,0,1,2080,4732,2,1,0,11,3,2,80,0,5,2,2,3,2,1,2
47,0,0,0,1,955,0,0,1,4,2,0,0,0,0,1,4,0,1,83,3,2,0,0,0,0,0,0,0,1,4,0,0,1,4163,8571,1,0,1,17,3,3,80,0,9,0,3,9,0,0,7
41,1,1,0,0,906,0,1,0,5,2,0,0,0,0,1,1,1,0,95,2,1,0,0,0,0,0,0,1,0,1,1,0,0,2107,20293,6,1,0,17,3,1,80,1,5,2,1,1,0,0,0
34,0,0,0,1,216,0,0,1,1,4,0,1,0,0,0,2,1,0,75,4,2,0,0,0,0,0,0,0,1,4,1,0,0,9725,12278,0,1,0,11,3,4,80,1,16,2,2,15,1,0,9
42,0,0,0,1,557,0,1,0,18,4,0,0,0,0,1,4,1,0,35,3,2,0,0,0,0,0,0,1,0,1,1,0,0,5410,11189,6,0,1,17,3,3,80,1,9,3,2,4,3,1,2
45,0,1,0,0,336,0,0,1,26,3,0,1,0,0,0,1,1,0,52,2,2,0,0,0,0,0,0,0,1,1,0,1,0,4385,24162,1,1,0,15,3,1,80,1,10,2,3,10,7,4,5
50,1,0,1,0,878,0,0,1,1,4,0,0,0,0,1,2,1,0,94,3,2,0,0,0,0,0,0,0,1,3,1,0,0,6728,14255,7,1,0,12,3,4,80,2,12,3,3,6,3,0,1
35,1,0,0,1,104,0,1,0,2,3,0,0,0,0,1,1,0,1,69,3,1,0,0,0,0,0,1,0,0,1,1,0,0,2074,26619,1,0,1,12,3,4,80,1,1,2,3,1,0,0,0
27,1,0,0,1,1420,0,0,1,2,1,0,1,0,0,0,3,1,0,85,3,1,0,1,0,0,0,0,0,0,1,1,0,0,3041,16346,0,1,0,11,3,2,80,1,5,3,3,4,3,0,2
24,1,0,1,0,381,0,1,0,9,3,0,0,1,0,0,2,1,0,89,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3172,16998,2,0,1,11,3,3,80,0,4,2,2,0,0,0,0
52,0,0,0,1,956,0,1,0,6,2,1,0,0,0,0,4,1,0,78,3,2,0,0,0,0,0,0,1,0,1,1,0,0,5577,22087,3,0,1,12,3,2,80,2,18,3,3,10,9,6,9
33,1,0,1,0,827,0,1,0,29,4,0,0,1,0,0,1,0,1,54,2,2,0,0,0,0,0,0,1,0,3,0,0,1,4508,3129,1,1,0,22,4,2,80,0,14,4,3,13,7,3,8
42,0,0,0,1,933,0,1,0,29,3,0,0,0,0,1,2,1,0,98,3,2,0,0,0,0,1,0,0,0,2,0,1,0,4434,11806,1,1,0,13,3,4,80,1,10,3,2,9,8,7,8
31,1,0,1,0,523,0,1,0,2,3,0,0,0,0,1,2,1,0,94,3,1,0,0,0,0,0,1,0,0,4,0,1,0,3722,21081,6,0,1,13,3,3,80,1,7,2,1,2,2,2,2
48,1,0,0,1,626,0,1,0,1,2,0,0,0,0,1,1,1,0,98,2,3,0,0,0,0,0,1,0,0,3,0,0,1,5381,19294,9,0,1,13,3,4,80,0,23,2,3,1,0,0,0
41,0,0,0,1,1276,0,0,1,2,5,0,0,0,0,1,2,0,1,91,3,4,0,0,1,0,0,0,0,0,1,0,1,0,16595,5626,7,1,0,16,3,2,80,1,22,2,3,18,16,11,8
31,0,0,0,1,1232,0,1,0,7,4,0,0,1,0,0,3,0,1,39,3,3,0,0,0,0,1,0,0,0,4,0,0,1,7143,25713,1,0,1,14,3,3,80,0,11,2,2,11,9,4,10
32,1,0,1,0,1125,0,1,0,16,1,0,0,0,0,1,2,0,1,72,1,1,0,0,0,0,0,0,1,0,1,0,0,1,3919,4681,1,0,1,22,4,2,80,0,10,5,3,10,2,6,7
34,0,0,1,0,829,0,1,0,15,3,0,0,1,0,0,2,1,0,71,3,4,1,0,0,0,0,0,0,0,1,1,0,0,17007,11929,7,1,0,14,3,4,80,2,16,3,2,14,8,6,9
56,1,0,0,1,310,0,1,0,7,2,1,0,0,0,0,4,1,0,72,3,1,0,0,0,0,0,1,0,0,3,0,1,0,2339,3666,8,1,0,11,3,4,80,1,14,4,1,10,9,9,8
36,1,0,0,1,1456,0,0,1,13,5,0,1,0,0,0,2,1,0,96,2,2,0,0,0,0,0,0,0,1,1,1,0,0,6134,8658,5,0,1,13,3,2,80,3,16,3,3,2,2,2,2
49,0,0,0,1,465,0,1,0,6,1,0,0,0,0,1,3,0,1,41,2,4,0,0,0,1,0,0,0,0,3,0,1,0,13966,11652,2,0,1,19,3,2,80,1,30,3,3,15,11,2,12
50,0,0,0,1,854,0,0,1,1,4,0,0,1,0,0,4,0,1,68,3,5,0,0,1,0,0,0,0,0,4,1,0,0,19517,24118,3,1,0,11,3,3,80,1,32,3,2,7,0,0,6
38,0,0,0,1,1495,0,1,0,4,2,0,0,1,0,0,4,0,1,87,3,1,0,0,0,0,0,1,0,0,3,0,1,0,3306,26176,7,1,0,19,3,4,80,1,7,5,2,0,0,0,0
43,0,0,0,1,1179,0,0,1,2,3,0,0,1,0,0,4,1,0,73,3,2,0,0,0,0,0,0,0,1,4,0,1,0,7847,6069,1,0,1,17,3,1,80,1,10,3,3,10,9,8,8
27,0,0,0,1,511,0,0,1,2,2,0,0,1,0,0,1,0,1,89,4,2,0,0,0,0,0,0,0,1,3,0,0,1,6500,26997,0,1,0,14,3,2,80,0,9,5,2,8,7,0,7
33,0,0,0,1,267,0,1,0,21,3,0,0,1,0,0,2,1,0,79,4,1,0,0,0,0,0,1,0,0,2,0,1,0,2028,13637,1,1,0,18,3,4,80,3,14,6,3,14,11,2,13
23,0,0,0,1,160,0,1,0,4,1,0,0,1,0,0,3,0,1,51,3,1,0,0,0,0,0,1,0,0,2,0,0,1,3295,12862,1,1,0,13,3,3,80,0,3,3,1,3,2,1,2
40,0,0,1,0,1184,0,0,1,2,4,0,0,1,0,0,2,1,0,62,3,2,0,0,0,0,0,0,0,1,2,0,1,0,4327,25440,5,1,0,12,3,4,80,3,5,2,3,0,0,0,0
42,0,0,0,1,647,0,0,1,4,4,0,1,0,0,0,2,1,0,45,3,2,0,0,0,0,0,0,0,1,1,0,0,1,5155,2253,7,1,0,13,3,4,80,0,9,3,4,6,4,1,5
28,0,0,0,1,866,0,0,1,5,3,0,0,1,0,0,4,1,0,84,3,2,0,0,0,0,0,0,0,1,1,0,0,1,8463,23490,0,1,0,18,3,4,80,0,6,4,3,5,4,1,3
28,1,0,0,1,103,0,1,0,24,3,0,0,0,0,1,3,1,0,50,2,1,0,0,0,0,0,1,0,0,3,0,0,1,2028,12947,5,0,1,14,3,2,80,0,6,4,3,4,2,0,3
30,1,0,0,1,138,0,1,0,22,3,0,0,0,0,1,1,0,1,48,3,1,0,0,0,0,0,0,1,0,3,0,1,0,2132,11539,4,0,1,11,3,2,80,0,7,2,3,5,2,0,1
58,1,0,0,1,601,0,1,0,7,4,0,0,1,0,0,3,0,1,53,2,3,0,0,0,0,1,0,0,0,1,0,1,0,10008,12023,7,0,1,14,3,4,80,0,31,0,2,10,9,5,9
23,0,0,0,1,571,0,1,0,12,2,0,0,0,1,0,4,1,0,78,3,1,0,0,0,0,0,1,0,0,4,0,0,1,2647,13672,1,1,0,13,3,3,80,0,5,6,4,5,2,1,4
54,0,0,0,1,548,0,1,0,8,4,0,0,0,0,1,3,0,1,42,3,2,0,0,0,0,0,1,0,0,3,0,0,1,3780,23428,7,1,0,11,3,3,80,0,19,3,3,1,0,0,0
47,1,0,1,0,719,0,0,1,27,2,0,0,0,0,1,2,0,1,77,4,2,0,0,0,0,0,0,0,1,3,0,0,1,6397,10339,4,0,1,12,3,4,80,0,8,2,3,5,4,1,3
34,1,0,1,0,988,1,0,0,23,3,0,0,0,0,0,2,0,1,43,3,3,0,0,0,0,0,0,0,0,1,1,0,0,9950,11533,9,0,1,15,3,3,80,3,11,2,3,3,2,0,2
44,0,0,0,1,1117,0,1,0,2,1,0,0,0,0,1,1,0,1,72,4,1,0,0,0,0,0,0,1,0,4,0,1,0,2011,19982,1,1,0,13,3,4,80,1,10,5,3,10,5,7,7
31,1,0,1,0,534,0,1,0,20,3,0,0,0,0,1,1,1,0,66,3,3,0,0,0,1,0,0,0,0,3,0,1,0,9824,22908,3,1,0,12,3,1,80,0,12,2,3,1,0,0,0
31,1,1,0,0,335,0,1,0,9,2,0,0,1,0,0,3,1,0,46,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2321,10322,0,0,1,22,4,1,80,0,4,0,3,3,2,1,2
28,1,0,1,0,1496,0,0,1,1,3,1,0,0,0,0,1,1,0,92,3,1,0,1,0,0,0,0,0,0,3,0,1,0,2909,15747,3,1,0,15,3,4,80,1,5,3,4,3,2,1,2
24,1,0,0,1,813,0,1,0,1,3,0,0,1,0,0,2,1,0,61,3,1,0,0,0,0,0,0,1,0,4,0,1,0,2293,3020,2,0,1,16,3,1,80,1,6,2,2,2,0,2,0
32,1,0,0,1,515,0,1,0,1,3,0,0,0,0,1,4,1,0,62,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3730,9571,0,0,1,14,3,4,80,0,4,2,1,3,2,1,2
50,1,0,0,1,410,0,0,1,28,3,0,1,0,0,0,4,1,0,39,2,3,0,0,0,0,0,0,0,1,1,1,0,0,10854,16586,4,0,1,13,3,2,80,1,20,3,3,3,2,2,0
47,0,0,0,1,1225,0,0,1,2,4,0,0,0,0,1,2,0,1,47,4,4,0,0,1,0,0,0,0,0,2,1,0,0,15972,21086,6,1,0,14,3,3,80,3,29,2,3,3,2,1,2
43,0,0,0,1,823,0,1,0,6,3,0,0,1,0,0,1,0,1,81,2,5,0,0,1,0,0,0,0,0,3,0,1,0,19392,22539,7,1,0,13,3,4,80,0,21,2,3,16,12,6,14
41,0,1,0,0,256,0,0,1,10,2,0,0,1,0,0,3,1,0,40,1,2,0,0,0,0,0,0,0,1,2,0,0,1,6151,22074,1,1,0,13,3,1,80,0,19,4,3,19,2,11,9
40,1,0,0,1,1329,0,1,0,7,3,0,0,0,0,1,1,1,0,73,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2166,3339,3,0,1,14,3,2,80,0,10,3,1,4,2,0,3
44,0,0,0,1,1313,0,1,0,7,3,0,0,1,0,0,2,0,1,31,3,5,1,0,0,0,0,0,0,0,4,1,0,0,19049,3549,0,0,1,14,3,4,80,1,23,4,2,22,7,1,10
34,0,0,0,1,1320,0,1,0,20,3,1,0,0,0,0,3,0,1,89,4,1,0,0,0,0,0,0,1,0,3,0,1,0,2585,21643,0,1,0,17,3,4,80,0,2,5,2,1,0,0,0
24,1,0,0,1,984,0,1,0,17,2,0,0,0,0,1,4,0,1,97,3,1,0,0,0,0,0,1,0,0,2,0,1,0,2210,3372,1,1,0,13,3,1,80,1,1,3,1,1,0,0,0
34,1,0,1,0,988,1,0,0,23,3,0,0,0,0,0,2,0,1,43,3,3,0,0,0,0,0,0,0,0,1,1,0,0,9950,11533,9,0,1,15,3,3,80,3,11,2,3,3,2,0,2
58,1,0,0,1,147,0,1,0,23,4,0,0,1,0,0,4,0,1,94,3,3,0,0,0,1,0,0,0,0,4,0,1,0,10312,3465,1,1,0,12,3,4,80,1,40,3,2,40,10,15,6
32,1,0,0,1,374,0,1,0,25,4,0,0,0,0,1,1,1,0,87,3,1,0,0,0,0,0,1,0,0,4,0,0,1,2795,18016,1,0,1,24,4,3,80,0,1,2,1,1,0,0,1
41,0,0,0,1,549,0,1,0,7,2,0,0,1,0,0,4,0,1,42,3,2,0,0,0,0,1,0,0,0,3,0,0,1,5003,23371,6,1,0,14,3,2,80,0,8,6,3,2,2,2,1
21,1,0,0,1,156,0,0,1,12,3,0,0,0,0,1,3,0,1,90,4,1,0,1,0,0,0,0,0,0,2,0,0,1,2716,25422,1,1,0,15,3,4,80,0,1,0,3,1,0,0,0
38,0,0,1,0,1490,0,1,0,2,2,0,0,0,0,1,4,1,0,42,3,1,0,0,0,0,0,1,0,0,4,0,1,0,1702,12106,1,0,1,23,4,3,80,1,1,3,3,1,0,0,0
41,1,0,0,1,1102,0,0,1,1,2,0,0,0,0,1,2,0,1,94,3,2,0,0,0,0,0,0,0,1,4,0,0,1,5993,19479,8,0,1,11,3,1,80,0,8,0,1,6,4,0,5
41,0,0,0,1,427,1,0,0,10,4,0,0,0,0,0,2,1,0,73,2,5,0,0,1,0,0,0,0,0,4,1,0,0,19141,8861,3,1,0,15,3,2,80,3,23,2,2,21,6,12,6
31,1,0,1,0,534,0,1,0,20,3,0,0,0,0,1,1,1,0,66,3,3,0,0,0,1,0,0,0,0,3,0,1,0,9824,22908,3,1,0,12,3,1,80,0,12,2,3,1,0,0,0
36,0,1,0,0,845,0,0,1,1,5,0,0,1,0,0,4,0,1,45,3,2,0,0,0,0,0,0,0,1,4,0,0,1,6653,15276,4,1,0,15,3,2,80,0,7,6,3,1,0,0,0
28,0,0,1,0,773,0,1,0,6,3,0,0,0,0,1,3,1,0,39,2,1,0,0,0,0,0,0,1,0,3,1,0,0,2703,22088,1,0,1,14,3,4,80,1,3,2,3,3,1,0,2
31,1,0,0,1,249,0,0,1,6,4,0,0,0,0,1,2,1,0,76,1,2,0,0,0,0,0,0,0,1,3,0,1,0,6172,20739,4,0,1,18,3,2,80,0,12,3,2,7,7,7,7
32,0,0,0,1,267,0,1,0,29,4,0,0,0,0,1,3,0,1,49,2,1,0,0,0,0,0,1,0,0,2,0,0,1,2837,15919,1,1,0,13,3,3,80,0,6,3,3,6,2,4,1
39,0,0,0,1,117,0,1,0,10,1,0,0,1,0,0,3,1,0,99,3,4,0,0,1,0,0,0,0,0,1,0,1,0,17068,5355,1,0,1,14,3,4,80,0,21,3,3,21,9,11,10
27,1,0,0,1,135,0,1,0,17,4,0,0,0,0,1,4,0,1,51,3,1,0,0,0,0,0,0,1,0,3,0,0,1,2394,25681,1,0,1,13,3,4,80,0,8,2,3,8,2,7,7
58,1,0,0,1,289,0,1,0,2,3,1,0,0,0,0,4,1,0,51,3,1,0,0,0,0,0,0,1,0,3,0,0,1,2479,26227,4,1,0,24,4,1,80,0,7,4,3,1,0,0,0
24,0,0,0,1,1353,0,0,1,3,2,0,0,0,1,0,1,0,1,33,3,2,0,0,0,0,0,0,0,1,3,0,1,0,4999,17519,0,1,0,21,4,1,80,1,4,2,2,3,2,0,2
58,0,0,0,1,848,0,1,0,23,4,0,0,0,0,1,1,1,0,88,3,1,0,0,0,0,0,0,1,0,3,1,0,0,2372,26076,1,1,0,12,3,4,80,2,2,3,3,2,2,2,2
26,1,0,0,1,1357,0,1,0,25,3,0,0,0,0,1,1,1,0,48,1,1,0,0,0,0,0,1,0,0,3,0,0,1,2293,10558,1,1,0,12,3,3,80,0,1,2,2,1,0,0,1
37,1,0,0,1,807,1,0,0,6,4,0,0,0,0,0,3,1,0,63,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2073,23648,4,0,1,22,4,4,80,0,7,3,3,3,2,0,2
18,1,0,1,0,544,0,0,1,3,2,0,0,1,0,0,2,0,1,70,3,1,0,1,0,0,0,0,0,0,4,0,0,1,1569,18420,1,0,1,12,3,3,80,0,0,2,4,0,0,0,0
36,0,1,0,0,427,0,1,0,8,3,0,0,0,0,1,1,0,1,63,4,3,1,0,0,0,0,0,0,0,1,0,1,0,11713,20335,9,1,0,14,3,1,80,1,10,2,3,8,7,0,5
32,0,1,0,0,1109,0,1,0,29,4,0,0,1,0,0,4,0,1,69,3,1,0,0,0,0,0,1,0,0,3,0,0,1,4025,11135,9,1,0,12,3,2,80,0,10,2,3,8,7,7,7
37,0,0,0,1,1462,0,1,0,11,3,0,0,1,0,0,1,0,1,94,3,1,0,0,0,0,0,1,0,0,3,0,0,1,3629,19106,4,1,0,18,3,1,80,0,8,6,3,3,2,0,2
28,1,0,0,1,890,0,1,0,2,4,0,0,1,0,0,3,1,0,46,3,1,0,0,0,0,0,0,1,0,3,0,0,1,4382,16374,6,1,0,17,3,4,80,0,5,3,2,2,2,2,1
28,1,0,0,1,890,0,1,0,2,4,0,0,1,0,0,3,1,0,46,3,1,0,0,0,0,0,0,1,0,3,0,0,1,4382,16374,6,1,0,17,3,4,80,0,5,3,2,2,2,2,1
33,1,0,0,1,350,0,0,1,5,3,0,1,0,0,0,4,0,1,34,3,1,0,1,0,0,0,0,0,0,3,0,0,1,2851,9150,1,0,1,13,3,2,80,0,1,2,3,1,0,0,0
32,1,0,0,1,515,0,1,0,1,3,0,0,0,0,1,4,1,0,62,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3730,9571,0,0,1,14,3,4,80,0,4,2,1,3,2,1,2
39,0,1,0,0,105,0,1,0,9,3,0,0,0,0,1,4,1,0,87,3,5,0,0,1,0,0,0,0,0,4,0,0,1,19431,15302,2,1,0,13,3,3,80,0,21,3,2,6,0,1,3
22,1,0,1,0,1368,0,1,0,4,1,1,0,0,0,0,3,1,0,99,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3894,9129,5,1,0,16,3,3,80,0,4,3,3,2,2,1,2
45,0,1,0,0,1195,0,1,0,2,2,0,0,1,0,0,1,1,0,65,2,4,0,0,1,0,0,0,0,0,4,0,1,0,16792,20462,9,1,0,23,4,4,80,1,22,1,3,20,8,11,8
26,1,1,0,0,265,0,0,1,29,2,0,0,1,0,0,2,1,0,79,1,2,0,0,0,0,0,0,0,1,1,0,0,1,4969,21813,8,1,0,18,3,4,80,0,7,6,3,2,2,2,2
23,1,0,0,1,1243,0,1,0,6,3,0,0,0,0,1,3,1,0,63,4,1,0,0,0,0,0,1,0,0,1,0,1,0,1601,3445,1,0,1,21,4,3,80,2,1,2,3,0,0,0,0
30,0,0,0,1,1176,0,1,0,20,3,0,0,0,1,0,3,1,0,85,3,2,0,0,0,0,1,0,0,0,1,0,1,0,9957,9096,0,1,0,15,3,3,80,1,7,1,2,6,2,0,2
37,0,0,0,1,124,0,1,0,3,3,0,0,0,1,0,4,0,1,35,3,2,0,0,0,1,0,0,0,0,2,0,0,1,4107,13848,3,1,0,15,3,1,80,0,8,3,2,4,3,0,1
