Age,Attrition,Non-Travel,Travel_Frequently,Travel_Rarely,DailyRate,Human Resources,Research & Development,Sales,DistanceFromHome,Education,Technical Degree,Marketing,Medical,Other,Life Sciences,EnvironmentSatisfaction,Male,Female,HourlyRate,JobInvolvement,JobLevel,Research Director,Sales Representative,Manager,Healthcare Representative,Manufacturing Director,Laboratory Technician,Research Scientist,Sales Executive,JobSatisfaction,MaritalStatusDivorced,MaritalStatusMarried,MaritalStatusSingle,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OvertimeNo,OvertimeYes,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,1,0,0,1,1485,0,1,0,12,1,0,0,0,0,1,3,0,1,79,3,1,0,0,0,0,0,1,0,0,4,0,1,0,2515,22955,1,0,1,11,3,4,80,0,1,4,2,1,1,0,0
49,0,0,0,1,1091,0,1,0,1,2,1,0,0,0,0,3,0,1,90,2,4,0,0,0,1,0,0,0,0,3,0,0,1,13964,17810,7,0,1,12,3,4,80,0,25,2,3,7,1,0,7
43,1,0,0,1,1372,0,0,1,9,3,0,1,0,0,0,1,0,1,85,1,2,0,0,0,0,0,0,0,1,3,0,0,1,5346,9489,8,1,0,13,3,2,80,0,7,2,2,4,3,1,3
36,0,0,0,1,1157,0,0,1,2,4,0,0,0,0,1,3,1,0,70,3,1,0,1,0,0,0,0,0,0,4,0,0,1,2644,17001,3,0,1,21,4,4,80,0,7,3,2,3,2,1,2
37,0,0,1,0,663,0,1,0,11,3,0,0,0,1,0,2,1,0,47,3,3,1,0,0,0,0,0,0,0,4,1,0,0,12185,10056,1,0,1,14,3,3,80,3,10,1,3,10,8,0,7
46,1,0,0,1,261,0,1,0,21,2,0,0,1,0,0,4,0,1,66,3,2,0,0,0,1,0,0,0,0,2,0,1,0,8926,10842,4,1,0,22,4,4,80,1,13,2,4,9,7,3,7
27,0,0,0,1,511,0,0,1,2,2,0,0,1,0,0,1,0,1,89,4,2,0,0,0,0,0,0,0,1,3,0,0,1,6500,26997,0,1,0,14,3,2,80,0,9,5,2,8,7,0,7
34,1,0,1,0,234,0,1,0,9,4,0,0,0,0,1,4,1,0,93,3,2,0,0,0,0,0,1,0,0,1,0,1,0,5346,6208,4,1,0,17,3,3,80,1,11,3,2,7,1,0,7
42,1,0,1,0,933,0,1,0,19,3,0,0,1,0,0,3,1,0,57,4,1,0,0,0,0,0,0,1,0,3,1,0,0,2759,20366,6,0,1,12,3,4,80,0,7,2,3,2,2,2,2
49,0,0,1,0,1064,0,1,0,2,1,0,0,0,0,1,2,1,0,42,3,5,1,0,0,0,0,0,0,0,4,0,1,0,19161,13738,3,1,0,15,3,4,80,0,28,3,3,5,4,4,3
58,1,0,0,1,147,0,1,0,23,4,0,0,1,0,0,4,0,1,94,3,3,0,0,0,1,0,0,0,0,4,0,1,0,10312,3465,1,1,0,12,3,4,80,1,40,3,2,40,10,15,6
39,0,0,0,1,116,0,1,0,24,1,0,0,0,0,1,1,1,0,52,3,2,0,0,0,0,0,0,1,0,4,0,0,1,4108,5340,7,1,0,13,3,1,80,0,18,2,3,7,7,1,7
35,0,0,0,1,982,0,1,0,1,4,0,0,1,0,0,4,1,0,58,2,1,0,0,0,0,0,1,0,0,3,0,1,0,2258,16340,6,1,0,12,3,2,80,1,10,2,3,8,0,1,7
28,0,0,0,1,1172,0,0,1,3,3,0,0,1,0,0,2,0,1,78,3,1,0,1,0,0,0,0,0,0,2,0,1,0,2856,3692,1,1,0,19,3,4,80,1,1,3,3,1,0,0,0
41,1,0,0,1,1356,0,0,1,20,2,0,1,0,0,0,2,0,1,70,3,1,0,1,0,0,0,0,0,0,2,0,0,1,3140,21728,1,0,1,22,4,4,80,0,4,5,2,4,3,0,2
45,1,0,1,0,306,0,0,1,26,4,0,0,0,0,1,1,0,1,100,3,2,0,0,0,0,0,0,0,1,1,0,1,0,4286,5630,2,1,0,14,3,4,80,2,5,4,3,1,1,0,0
34,1,0,0,1,699,0,1,0,6,1,0,0,1,0,0,2,1,0,83,3,1,0,0,0,0,0,0,1,0,1,0,0,1,2960,17102,2,1,0,11,3,3,80,0,8,2,3,4,2,1,3
24,1,0,1,0,381,0,1,0,9,3,0,0,1,0,0,2,1,0,89,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3172,16998,2,0,1,11,3,3,80,0,4,2,2,0,0,0,0
34,1,0,1,0,658,0,1,0,7,3,0,0,0,0,1,1,1,0,66,1,2,0,0,0,0,0,1,0,0,3,0,0,1,6074,22887,1,0,1,24,4,4,80,0,9,3,3,9,7,0,6
34,0,0,0,1,1480,0,0,1,4,3,0,0,0,0,1,3,1,0,64,3,3,0,0,0,0,0,0,0,1,4,0,1,0,9713,24444,2,0,1,13,3,4,80,3,9,3,3,5,3,1,0
47,0,0,0,1,1001,0,1,0,4,3,0,0,0,0,1,3,0,1,92,2,3,0,0,0,0,1,0,0,0,2,1,0,0,10333,19271,8,0,1,12,3,3,80,1,28,4,3,22,11,14,10
28,1,0,0,1,654,0,1,0,1,2,0,0,0,0,1,1,0,1,67,1,1,0,0,0,0,0,0,1,0,2,0,0,1,2216,3872,7,0,1,13,3,4,80,0,10,4,3,7,7,3,7
59,0,1,0,0,1420,1,0,0,2,4,0,0,0,0,0,3,0,1,32,2,5,0,0,1,0,0,0,0,0,4,0,1,0,18844,21922,9,1,0,21,4,4,80,1,30,3,3,3,2,2,2
54,0,0,1,0,928,0,1,0,20,4,0,0,0,0,1,4,0,1,31,3,2,0,0,0,0,0,0,1,0,3,0,0,1,4869,16885,3,1,0,12,3,4,80,0,20,4,2,4,3,0,3
40,1,0,0,1,676,0,1,0,9,4,0,0,0,0,1,4,1,0,86,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2018,21831,3,1,0,14,3,2,80,0,15,3,1,5,4,1,0
32,0,0,1,0,585,0,1,0,10,3,0,0,0,0,1,1,1,0,56,3,1,0,0,0,0,0,0,1,0,3,0,1,0,3433,17360,6,1,0,13,3,1,80,1,10,3,2,5,2,1,3
56,1,0,0,1,441,0,1,0,14,4,0,0,0,0,1,2,0,1,72,3,1,0,0,0,0,0,0,1,0,2,0,1,0,4963,4510,9,0,1,18,3,1,80,3,7,2,3,5,4,4,3
54,0,0,0,1,821,0,1,0,5,2,0,0,1,0,0,1,1,0,86,3,5,1,0,0,0,0,0,0,0,1,0,1,0,19406,8509,4,1,0,11,3,3,80,1,24,4,2,4,2,1,2
40,0,0,0,1,1194,0,1,0,1,3,0,0,0,0,1,3,0,1,52,3,2,0,0,0,1,0,0,0,0,4,1,0,0,6513,9060,4,1,0,17,3,4,80,1,12,3,3,5,3,0,3
28,0,0,0,1,1476,0,1,0,16,2,0,0,1,0,0,2,1,0,68,4,2,0,0,0,1,0,0,0,0,1,0,0,1,5661,4824,0,1,0,19,3,3,80,0,9,2,3,8,3,0,7
53,0,0,0,1,1070,0,1,0,3,4,0,0,1,0,0,3,1,0,45,3,4,1,0,0,0,0,0,0,0,3,0,1,0,17584,21016,3,0,1,16,3,4,80,3,21,5,2,5,3,1,3
45,0,1,0,0,336,0,0,1,26,3,0,1,0,0,0,1,1,0,52,2,2,0,0,0,0,0,0,0,1,1,0,1,0,4385,24162,1,1,0,15,3,1,80,1,10,2,3,10,7,4,5
45,0,0,0,1,950,0,1,0,28,3,1,0,0,0,0,4,1,0,97,3,1,0,0,0,0,0,0,1,0,4,0,1,0,2132,4585,4,1,0,20,4,4,80,1,8,3,3,5,4,0,3
32,1,0,1,0,1125,0,1,0,16,1,0,0,0,0,1,2,0,1,72,1,1,0,0,0,0,0,0,1,0,1,0,0,1,3919,4681,1,0,1,22,4,2,80,0,10,5,3,10,2,6,7
41,1,1,0,0,906,0,1,0,5,2,0,0,0,0,1,1,1,0,95,2,1,0,0,0,0,0,0,1,0,1,1,0,0,2107,20293,6,1,0,17,3,1,80,1,5,2,1,1,0,0,0
50,0,0,1,0,1246,1,0,0,3,3,0,0,1,0,0,1,1,0,99,3,5,0,0,1,0,0,0,0,0,2,0,1,0,18200,7999,1,1,0,11,3,3,80,1,32,2,3,32,5,10,7
47,0,1,0,0,1169,0,1,0,14,4,1,0,0,0,0,3,1,0,64,3,2,0,0,0,0,0,0,1,0,2,0,1,0,5467,2125,8,1,0,18,3,3,80,1,16,4,4,8,7,1,7
34,0,0,0,1,1442,0,1,0,9,3,0,0,1,0,0,4,0,1,46,2,3,0,0,0,1,0,0,0,0,2,0,0,1,8621,17654,1,1,0,14,3,2,80,0,9,3,4,8,7,7,7
35,1,0,0,1,622,0,1,0,14,4,0,0,0,1,0,3,1,0,39,2,1,0,0,0,0,0,1,0,0,2,1,0,0,3743,10074,1,0,1,24,4,4,80,1,5,2,1,4,2,0,2
48,0,0,0,1,855,0,1,0,4,3,0,0,0,0,1,4,1,0,54,3,3,0,0,0,0,1,0,0,0,4,0,0,1,7898,18706,1,1,0,11,3,3,80,0,11,2,3,10,9,0,8
31,1,0,0,1,330,0,1,0,22,4,0,0,1,0,0,4,1,0,98,3,2,0,0,0,0,1,0,0,0,3,0,1,0,6179,21057,1,0,1,15,3,4,80,2,10,3,2,10,2,6,7
36,0,0,0,1,711,0,1,0,5,4,0,0,0,0,1,2,0,1,42,3,3,0,0,0,1,0,0,0,0,1,0,1,0,8008,22792,4,1,0,12,3,3,80,2,9,6,3,3,2,0,2
27,1,0,0,1,135,0,1,0,17,4,0,0,0,0,1,4,0,1,51,3,1,0,0,0,0,0,0,1,0,3,0,0,1,2394,25681,1,0,1,13,3,4,80,0,8,2,3,8,2,7,7
42,1,0,1,0,481,0,0,1,12,3,0,0,0,0,1,3,1,0,44,3,4,0,0,0,0,0,0,0,1,1,0,0,1,13758,2447,0,0,1,12,3,2,80,0,22,2,2,21,9,13,14
21,1,0,0,1,1334,0,1,0,10,3,0,0,0,0,1,3,0,1,36,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1416,17258,1,1,0,13,3,1,80,0,1,6,2,1,0,1,0
26,0,0,1,0,1096,0,1,0,6,3,0,0,0,1,0,3,1,0,61,4,1,0,0,0,0,0,1,0,0,4,0,1,0,2544,7102,0,1,0,18,3,1,80,1,8,3,3,7,7,7,7
20,1,0,0,1,500,0,0,1,2,3,0,0,1,0,0,3,0,1,49,2,1,0,1,0,0,0,0,0,0,3,0,0,1,2044,22052,1,1,0,13,3,4,80,0,2,3,2,2,2,0,2
37,1,0,0,1,1373,0,1,0,2,2,0,0,0,1,0,4,1,0,92,2,1,0,0,0,0,0,1,0,0,3,0,0,1,2090,2396,6,0,1,15,3,2,80,0,7,3,3,0,0,0,0
30,1,0,1,0,600,1,0,0,8,3,0,0,0,0,0,3,0,1,66,2,1,0,0,0,0,0,0,0,0,4,1,0,0,2180,9732,6,1,0,11,3,3,80,1,6,0,2,4,2,1,2
49,0,0,0,1,1313,0,0,1,11,4,0,1,0,0,0,4,0,1,80,3,2,0,0,0,0,0,0,0,1,4,0,0,1,4507,8191,3,1,0,12,3,3,80,0,8,1,4,5,1,0,4
33,0,0,1,0,1111,0,0,1,5,1,0,0,0,0,1,2,1,0,61,3,2,0,0,0,0,0,0,0,1,4,0,1,0,9998,19293,6,1,0,13,3,1,80,0,8,2,4,5,4,1,2
50,0,0,0,1,1322,0,1,0,28,3,0,0,0,0,1,4,0,1,43,3,4,1,0,0,0,0,0,0,0,1,0,1,0,16880,22422,4,0,1,11,3,2,80,0,25,2,3,3,2,1,2
18,1,0,1,0,1306,0,0,1,5,3,0,1,0,0,0,2,1,0,69,3,1,0,1,0,0,0,0,0,0,2,0,0,1,1878,8059,1,0,1,14,3,4,80,0,0,3,3,0,0,0,0
58,1,0,0,1,601,0,1,0,7,4,0,0,1,0,0,3,0,1,53,2,3,0,0,0,0,1,0,0,0,1,0,1,0,10008,12023,7,0,1,14,3,4,80,0,31,0,2,10,9,5,9
41,0,0,0,1,933,0,1,0,9,4,0,0,0,0,1,3,1,0,94,3,1,0,0,0,0,0,1,0,0,1,0,1,0,2238,6961,2,1,0,21,4,4,80,1,7,2,3,5,0,1,4
41,1,0,0,1,1102,0,0,1,1,2,0,0,0,0,1,2,0,1,94,3,2,0,0,0,0,0,0,0,1,4,0,0,1,5993,19479,8,0,1,11,3,1,80,0,8,0,1,6,4,0,5
22,1,0,1,0,1368,0,1,0,4,1,1,0,0,0,0,3,1,0,99,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3894,9129,5,1,0,16,3,3,80,0,4,3,3,2,2,1,2
41,1,0,1,0,143,0,0,1,4,3,0,1,0,0,0,1,1,0,56,3,2,0,0,0,0,0,0,0,1,2,0,0,1,9355,9558,1,1,0,18,3,3,80,0,8,5,3,8,7,7,7
48,0,0,0,1,1236,0,1,0,1,4,0,0,0,0,1,4,0,1,40,2,4,0,0,1,0,0,0,0,0,1,0,1,0,15402,17997,7,1,0,11,3,1,80,1,21,3,1,3,2,0,2
30,1,0,0,1,945,0,0,1,9,3,0,0,1,0,0,2,1,0,89,3,1,0,1,0,0,0,0,0,0,4,0,0,1,1081,16019,1,1,0,13,3,3,80,0,1,3,2,1,0,0,0
29,1,0,0,1,350,1,0,0,13,3,0,0,0,0,0,1,1,0,56,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2335,3157,4,0,1,15,3,4,80,3,4,3,3,2,2,2,0
31,1,0,1,0,703,0,0,1,2,3,0,0,0,0,1,3,0,1,90,2,1,0,1,0,0,0,0,0,0,4,0,0,1,2785,11882,7,1,0,14,3,3,80,0,3,3,4,1,0,0,0
35,1,0,1,0,880,0,0,1,12,4,0,0,0,1,0,4,1,0,36,3,2,0,0,0,0,0,0,0,1,4,0,0,1,4581,10414,3,0,1,24,4,1,80,0,13,2,4,11,9,6,7
34,0,0,0,1,254,0,1,0,1,2,0,0,0,0,1,2,1,0,83,2,1,0,0,0,0,0,0,1,0,4,0,1,0,3622,22794,1,0,1,13,3,4,80,1,6,3,3,6,5,1,3
29,1,0,0,1,806,0,1,0,7,3,1,0,0,0,0,2,0,1,39,3,1,0,0,0,0,0,1,0,0,3,1,0,0,3339,17285,3,0,1,13,3,1,80,2,10,2,3,7,7,7,7
23,1,0,0,1,1243,0,1,0,6,3,0,0,0,0,1,3,1,0,63,4,1,0,0,0,0,0,1,0,0,1,0,1,0,1601,3445,1,0,1,21,4,3,80,2,1,2,3,0,0,0,0
39,0,0,1,0,443,0,1,0,8,1,0,0,0,0,1,3,0,1,48,3,1,0,0,0,0,0,1,0,0,3,0,1,0,3755,17872,1,1,0,11,3,1,80,1,8,3,3,8,3,0,7
49,1,0,0,1,1184,0,0,1,11,3,0,1,0,0,0,3,0,1,43,3,3,0,0,0,0,0,0,0,1,4,0,1,0,7654,5860,1,1,0,18,3,1,80,2,9,3,4,9,8,7,7
43,0,0,1,0,185,0,1,0,10,4,0,0,0,0,1,3,0,1,33,3,1,0,0,0,0,0,1,0,0,4,0,0,1,2455,10675,0,1,0,19,3,1,80,0,9,5,3,8,7,1,7
34,0,0,0,1,258,0,0,1,21,4,0,0,0,0,1,4,1,0,74,4,2,0,0,0,0,0,0,0,1,4,0,0,1,5337,19921,1,1,0,12,3,4,80,0,10,3,3,10,7,5,7
51,1,0,1,0,1150,0,1,0,8,4,0,0,0,0,1,1,1,0,53,1,3,0,0,0,0,1,0,0,0,4,0,0,1,10650,25150,2,1,0,15,3,4,80,0,18,2,3,4,2,0,3
40,1,0,0,1,299,0,0,1,25,4,0,1,0,0,0,4,1,0,57,2,3,0,0,0,0,0,0,0,1,2,0,0,1,9094,17235,2,0,1,12,3,3,80,0,9,2,3,5,4,1,0
33,1,0,0,1,118,0,0,1,16,3,0,1,0,0,0,1,0,1,69,3,2,0,0,0,0,0,0,0,1,1,0,0,1,5324,26507,5,1,0,15,3,3,80,0,6,3,3,3,2,0,2
27,0,0,0,1,1469,0,1,0,1,2,0,0,1,0,0,4,1,0,82,3,1,0,0,0,0,0,1,0,0,2,1,0,0,3816,17881,1,1,0,11,3,2,80,1,5,2,3,5,2,0,4
22,1,0,0,1,1294,0,1,0,8,1,0,0,1,0,0,3,0,1,79,3,1,0,0,0,0,0,1,0,0,1,0,1,0,2398,15999,1,0,1,17,3,3,80,0,1,6,3,1,0,0,0
32,1,0,0,1,374,0,1,0,25,4,0,0,0,0,1,1,1,0,87,3,1,0,0,0,0,0,1,0,0,4,0,0,1,2795,18016,1,0,1,24,4,3,80,0,1,2,1,1,0,0,1
31,1,0,1,0,1445,0,1,0,1,5,0,0,0,0,1,3,0,1,100,4,3,0,0,0,0,1,0,0,0,2,0,0,1,7446,8931,1,1,0,11,3,1,80,0,10,2,3,10,8,4,7
48,0,0,0,1,163,0,0,1,2,5,0,1,0,0,0,2,0,1,37,3,2,0,0,0,0,0,0,0,1,4,0,1,0,4051,19658,2,1,0,14,3,1,80,1,14,2,3,9,7,6,7
26,0,0,0,1,192,0,1,0,1,2,0,0,1,0,0,1,1,0,59,2,1,0,0,0,0,0,1,0,0,1,0,1,0,3955,11141,1,1,0,16,3,1,80,2,6,2,3,5,3,1,3
21,1,0,1,0,251,0,1,0,10,2,0,0,0,0,1,1,0,1,45,2,1,0,0,0,0,0,1,0,0,3,0,0,1,2625,25308,1,1,0,20,4,3,80,0,2,2,1,2,2,2,2
27,0,0,0,1,1115,0,1,0,3,4,0,0,1,0,0,1,1,0,54,2,1,0,0,0,0,0,0,1,0,4,0,0,1,2045,15174,0,1,0,13,3,4,80,0,5,0,3,4,2,1,1
26,0,0,0,1,572,0,0,1,10,3,0,0,1,0,0,3,1,0,46,3,2,0,0,0,0,0,0,0,1,4,0,0,1,4684,9125,1,1,0,13,3,1,80,0,5,4,3,5,3,1,2
31,1,0,1,0,1060,0,0,1,1,3,0,0,0,0,1,4,0,1,54,3,1,0,1,0,0,0,0,0,0,2,0,0,1,2302,8319,1,0,1,11,3,1,80,0,3,2,4,3,2,2,2
34,0,0,1,0,1003,0,1,0,2,2,0,0,0,0,1,4,1,0,95,3,2,0,0,0,0,1,0,0,0,3,0,0,1,4033,15834,2,1,0,11,3,4,80,0,5,3,2,3,2,0,2
33,1,0,0,1,813,0,1,0,14,3,0,0,1,0,0,3,1,0,58,3,1,0,0,0,0,0,1,0,0,4,0,1,0,2436,22149,5,0,1,13,3,3,80,1,8,2,1,5,4,0,4
28,1,0,0,1,1157,0,1,0,2,4,0,0,1,0,0,1,1,0,84,1,1,0,0,0,0,0,0,1,0,4,0,1,0,3464,24737,5,0,1,13,3,4,80,0,5,4,2,3,2,2,2
46,0,0,1,0,638,0,1,0,1,3,0,0,1,0,0,3,1,0,40,2,3,0,0,0,1,0,0,0,0,1,0,1,0,10673,3142,2,0,1,13,3,3,80,1,21,5,2,10,9,9,5
39,1,0,0,1,895,0,0,1,5,3,1,0,0,0,0,4,1,0,56,3,2,0,1,0,0,0,0,0,0,4,0,1,0,2086,3335,3,1,0,14,3,3,80,1,19,6,4,1,0,0,0
31,1,1,0,0,335,0,1,0,9,2,0,0,1,0,0,3,1,0,46,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2321,10322,0,0,1,22,4,1,80,0,4,0,3,3,2,1,2
31,0,0,0,1,218,0,0,1,7,3,1,0,0,0,0,2,1,0,100,4,2,0,0,0,0,0,0,0,1,4,0,1,0,6929,12241,4,1,0,11,3,2,80,1,10,3,2,8,7,7,7
24,1,0,0,1,240,1,0,0,22,1,0,0,0,0,0,4,1,0,58,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1555,11585,1,1,0,11,3,3,80,1,1,2,3,1,0,0,0
40,0,0,0,1,804,0,1,0,2,1,0,0,1,0,0,4,0,1,86,2,1,0,0,0,0,0,0,1,0,4,0,0,1,2342,22929,0,0,1,20,4,4,80,0,5,2,2,4,2,2,3
37,1,0,0,1,1141,0,1,0,11,2,0,0,1,0,0,1,0,1,61,1,2,0,0,0,1,0,0,0,0,2,0,1,0,4777,14382,5,1,0,15,3,1,80,0,15,2,1,1,0,0,0
35,0,0,0,1,672,0,1,0,25,3,1,0,0,0,0,4,1,0,78,2,3,0,0,0,0,1,0,0,0,2,0,1,0,10903,9129,3,1,0,16,3,1,80,0,16,2,3,13,10,4,8
50,1,0,0,1,869,0,0,1,3,2,0,1,0,0,0,1,1,0,86,2,1,0,1,0,0,0,0,0,0,3,0,1,0,2683,3810,1,0,1,14,3,3,80,0,3,2,3,3,2,0,2
27,0,1,0,0,1450,0,1,0,3,3,0,0,1,0,0,3,1,0,79,2,1,0,0,0,0,0,0,1,0,3,1,0,0,2566,25326,1,0,1,15,3,4,80,1,1,2,2,1,1,0,1
47,0,0,0,1,202,0,1,0,2,2,0,0,0,1,0,3,0,1,33,3,4,0,0,1,0,0,0,0,0,4,0,1,0,16752,12982,1,0,1,11,3,3,80,1,26,3,2,26,14,3,0
33,0,0,0,1,867,0,1,0,8,4,0,0,0,0,1,4,1,0,90,4,1,0,0,0,0,0,0,1,0,1,0,1,0,3143,6076,6,1,0,19,3,2,80,1,14,1,3,10,8,7,6
48,0,0,0,1,1221,0,0,1,7,3,0,1,0,0,0,3,1,0,96,3,2,0,0,0,0,0,0,0,1,1,1,0,0,5486,24795,4,1,0,11,3,1,80,3,15,3,3,2,2,2,2
26,0,1,0,0,786,0,1,0,7,3,0,0,1,0,0,4,1,0,76,3,1,0,0,0,0,0,1,0,0,4,0,0,1,2570,11925,1,1,0,20,4,3,80,0,7,5,3,7,7,5,7
32,0,0,0,1,498,0,1,0,3,4,0,0,1,0,0,3,0,1,93,3,2,0,0,0,0,1,0,0,0,1,0,1,0,6725,13554,1,1,0,12,3,3,80,1,8,2,4,8,7,6,3
41,0,1,0,0,267,0,0,1,10,2,0,0,0,0,1,4,1,0,56,3,2,0,0,0,0,0,0,0,1,4,0,0,1,6230,13430,7,1,0,14,3,4,80,0,16,3,3,14,3,1,10
45,0,0,0,1,561,0,0,1,2,3,0,0,0,1,0,4,1,0,61,3,2,0,0,0,0,0,0,0,1,2,0,1,0,4805,16177,0,1,0,19,3,2,80,1,9,3,4,8,7,3,7
34,1,0,1,0,296,0,0,1,6,2,0,1,0,0,0,4,0,1,33,1,1,0,1,0,0,0,0,0,0,3,1,0,0,2351,12253,0,1,0,16,3,4,80,1,3,3,2,2,2,1,0
33,1,0,0,1,350,0,0,1,5,3,0,1,0,0,0,4,0,1,34,3,1,0,1,0,0,0,0,0,0,3,0,0,1,2851,9150,1,0,1,13,3,2,80,0,1,2,3,1,0,0,0
36,0,0,1,0,884,0,1,0,23,2,0,0,1,0,0,3,1,0,41,4,2,0,0,0,0,0,1,0,0,4,0,1,0,2571,12290,4,1,0,17,3,3,80,1,17,3,3,5,2,0,3
32,1,0,0,1,964,0,0,1,1,2,0,0,0,0,1,1,1,0,34,1,2,0,0,0,0,0,0,0,1,2,0,0,1,6735,12147,6,1,0,15,3,2,80,0,10,2,3,0,0,0,0
28,0,0,0,1,857,0,1,0,10,3,0,0,0,1,0,3,0,1,59,3,2,0,0,0,0,0,0,1,0,3,0,0,1,3660,7909,3,1,0,13,3,4,80,0,10,4,4,8,7,1,7
39,1,0,0,1,360,0,1,0,23,3,0,0,1,0,0,3,1,0,93,3,1,0,0,0,0,0,0,1,0,1,0,0,1,3904,22154,0,1,0,13,3,1,80,0,6,2,3,5,2,0,3
32,0,0,1,0,967,0,0,1,8,3,0,1,0,0,0,2,0,1,43,3,3,0,0,0,0,0,0,0,1,4,0,0,1,8998,15589,1,1,0,14,3,4,80,0,9,2,3,9,8,3,7
28,1,1,0,0,1366,0,1,0,24,2,1,0,0,0,0,2,1,0,72,2,3,0,0,0,1,0,0,0,0,1,0,0,1,8722,12355,1,1,0,12,3,1,80,0,10,2,2,10,7,1,9
29,0,0,0,1,1082,0,1,0,9,4,0,0,1,0,0,4,0,1,43,3,1,0,0,0,0,0,1,0,0,3,0,1,0,2974,25412,9,1,0,17,3,3,80,1,9,2,3,5,3,1,2
35,1,0,0,1,556,0,1,0,23,2,0,0,0,0,1,2,1,0,50,2,2,0,0,0,0,1,0,0,0,3,0,1,0,5916,15497,3,0,1,13,3,1,80,0,8,1,3,1,0,0,1
43,0,0,1,0,1422,0,0,1,2,4,0,0,0,0,1,1,1,0,92,3,2,0,0,0,0,0,0,0,1,4,0,1,0,5675,19246,1,1,0,20,4,3,80,1,7,5,3,7,7,7,7
45,0,0,0,1,954,0,0,1,2,2,1,0,0,0,0,2,1,0,46,1,2,0,1,0,0,0,0,0,0,3,0,0,1,6632,12388,0,1,0,13,3,1,80,0,9,3,3,8,7,3,1
18,0,1,0,0,287,0,1,0,5,2,0,0,0,0,1,2,1,0,73,3,1,0,0,0,0,0,0,1,0,4,0,0,1,1051,13493,1,1,0,15,3,4,80,0,0,2,3,0,0,0,0
22,1,0,1,0,1256,0,1,0,3,4,0,0,0,0,1,3,1,0,48,2,1,0,0,0,0,0,0,1,0,4,0,1,0,2853,4223,0,0,1,11,3,2,80,1,1,5,3,0,0,0,0
32,1,0,0,1,1045,0,0,1,4,4,0,0,1,0,0,4,1,0,32,1,3,0,0,0,0,0,0,0,1,4,0,1,0,10400,25812,1,1,0,11,3,3,80,0,14,2,2,14,8,9,8
35,0,0,0,1,1142,0,1,0,23,4,0,0,1,0,0,3,0,1,30,3,1,0,0,0,0,0,1,0,0,1,0,1,0,4014,16002,3,0,1,15,3,3,80,1,4,3,3,2,2,2,2
38,0,1,0,0,1327,0,0,1,2,2,0,0,0,0,1,4,1,0,39,2,2,0,0,0,0,0,0,0,1,4,0,1,0,5249,19682,3,1,0,18,3,4,80,1,13,0,3,8,7,7,5
28,1,0,0,1,1475,0,0,1,13,2,0,1,0,0,0,4,0,1,84,3,2,0,0,0,0,0,0,0,1,3,0,0,1,9854,23352,3,0,1,11,3,4,80,0,6,0,3,2,0,2,2
29,0,0,0,1,986,0,1,0,3,4,0,0,1,0,0,2,1,0,93,2,3,1,0,0,0,0,0,0,0,3,0,1,0,11935,21526,1,1,0,18,3,3,80,0,10,2,3,10,2,0,7
58,1,0,0,1,286,0,1,0,2,4,0,0,0,0,1,4,1,0,31,3,5,1,0,0,0,0,0,0,0,2,0,0,1,19246,25761,7,0,1,12,3,4,80,0,40,2,3,31,15,13,8
44,1,0,0,1,935,0,1,0,3,3,0,0,0,0,1,1,1,0,89,3,1,0,0,0,0,0,1,0,0,1,0,1,0,2362,14669,4,1,0,12,3,3,80,0,10,4,4,3,2,1,2
32,0,0,0,1,824,0,1,0,5,2,0,0,0,0,1,4,0,1,67,2,2,0,0,0,0,0,0,1,0,2,0,1,0,5878,15624,3,1,0,12,3,1,80,1,12,2,3,7,1,2,5
48,0,0,0,1,1469,0,1,0,20,4,0,0,1,0,0,4,1,0,51,3,1,0,0,0,0,0,0,1,0,3,0,1,0,2259,5543,4,1,0,17,3,1,80,2,13,2,2,0,0,0,0
18,1,0,1,0,544,0,0,1,3,2,0,0,1,0,0,2,0,1,70,3,1,0,1,0,0,0,0,0,0,4,0,0,1,1569,18420,1,0,1,12,3,3,80,0,0,2,4,0,0,0,0
35,1,0,0,1,737,0,0,1,10,3,0,0,1,0,0,4,1,0,55,2,3,0,0,0,0,0,0,0,1,1,0,1,0,10306,21530,9,1,0,17,3,3,80,0,15,3,3,13,12,6,0
23,1,0,0,1,1320,0,1,0,8,1,0,0,1,0,0,4,1,0,93,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3989,20586,1,0,1,11,3,1,80,0,5,2,3,5,4,1,2
29,0,0,0,1,1010,0,1,0,1,3,0,0,0,0,1,1,0,1,97,3,1,0,0,0,0,0,0,1,0,4,1,0,0,3760,5598,1,1,0,15,3,1,80,3,3,5,3,3,2,1,2
