address,district,price,baths,rooms,sqft,Pisos,Independientes
"Fuencarral, Madrid",Fuencarral-El Pardo,675000,2,3,152,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,850000,3,4,238,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,3000000,7,5,881,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,2500000,7,8,862,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,1300000,4,4,247,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,3500000,2,4,738,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,975000,4,7,484,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,1050000,3,5,265,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,460000,2,2,104,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,1950000,7,6,650,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,2075000,4,4,284,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,1700000,4,4,387,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,2095000,6,5,388,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,1240000,5,9,601,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,1250000,5,4,275,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,485000,2,3,161,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,3000000,8,5,881,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,650000,2,3,150,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,430000,2,3,91,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,675000,3,6,195,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,975000,4,7,484,0,1
"Fuencarral, Madrid",Fuencarral-El Pardo,995000,4,4,240,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,415000,1,1,94,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,995000,4,4,240,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,1350000,4,4,264,1,0
"Fuencarral, Madrid",Fuencarral-El Pardo,650000,2,3,153,1,0
"Fuente del Berro, Madrid",Salamanca,795000,3,4,175,1,0
"Fuente del Berro, Madrid",Salamanca,590000,2,3,143,1,0
"Fuente del Berro, Madrid",Salamanca,399000,1,2,75,1,0
"Fuente del Berro, Madrid",Salamanca,610000,2,2,113,1,0
"Fuente del Berro, Madrid",Salamanca,515000,2,3,79,1,0
"Fuente del Berro, Madrid",Salamanca,795000,2,3,128,1,0
"Fuentelarreina, Madrid",Fuencarral-El Pardo,875000,4,3,215,1,0
"Fuentelarreina, Madrid",Fuencarral-El Pardo,1300000,3,5,305,1,0
"Gaztambide, Madrid",Chamberí,425000,1,2,69,1,0
"Gaztambide, Madrid",Chamberí,1300000,3,4,235,1,0
"Gaztambide, Madrid",Chamberí,940500,2,3,168,1,0
"Gaztambide, Madrid",Chamberí,1100000,2,2,112,1,0
"Gaztambide, Madrid",Chamberí,1025000,3,4,224,1,0
"Gaztambide, Madrid",Chamberí,690000,2,3,138,1,0
"Gaztambide, Madrid",Chamberí,445000,3,3,111,1,0
"Gaztambide, Madrid",Chamberí,1200000,2,3,178,1,0
"Gaztambide, Madrid",Chamberí,1060000,4,5,276,1,0
"Gaztambide, Madrid",Chamberí,1300000,2,4,236,1,0
"Goya, Madrid",Salamanca,2190000,4,4,183,1,0
"Goya, Madrid",Salamanca,1190000,2,2,112,1,0
"Goya, Madrid",Salamanca,1490000,3,2,133,1,0
"Goya, Madrid",Salamanca,649000,2,2,73,1,0
"Goya, Madrid",Salamanca,315000,1,1,65,1,0
"Goya, Madrid",Salamanca,3600000,5,5,379,1,0
"Goya, Madrid",Salamanca,1190000,3,2,110,1,0
"Goya, Madrid",Salamanca,685000,3,2,166,1,0
"Goya, Madrid",Salamanca,949000,2,2,111,1,0
"Goya, Madrid",Salamanca,1410000,2,3,118,1,0
"Goya, Madrid",Salamanca,1400000,2,3,150,1,0
"Goya, Madrid",Salamanca,1685000,4,4,222,1,0
"Goya, Madrid",Salamanca,1190000,3,2,86,1,0
"Goya, Madrid",Salamanca,1299000,2,5,210,1,0
"Goya, Madrid",Salamanca,3195000,4,6,460,1,0
"Goya, Madrid",Salamanca,895000,2,2,102,1,0
"Goya, Madrid",Salamanca,1339000,4,3,158,1,0
"Goya, Madrid",Salamanca,719000,2,2,71,1,0
"Goya, Madrid",Salamanca,850000,2,2,101,1,0
"Goya, Madrid",Salamanca,1195000,2,2,90,1,0
"Goya, Madrid",Salamanca,650000,2,3,120,1,0
"Goya, Madrid",Salamanca,840000,2,2,81,1,0
"Guindalera, Madrid",Salamanca,800000,3,5,213,1,0
"Guindalera, Madrid",Salamanca,410000,2,2,68,1,0
"Guindalera, Madrid",Salamanca,250000,1,1,45,1,0
"Guindalera, Madrid",Salamanca,410000,1,0,146,1,0
"Guindalera, Madrid",Salamanca,510000,1,3,83,1,0
"Guindalera, Madrid",Salamanca,450000,1,3,78,1,0
"Guindalera, Madrid",Salamanca,560000,2,2,84,1,0
"Guindalera, Madrid",Salamanca,900000,2,5,155,1,0
"Guindalera, Madrid",Salamanca,299000,1,2,59,1,0
"Guindalera, Madrid",Salamanca,620000,2,3,138,1,0
"Guindalera, Madrid",Salamanca,609000,2,2,89,1,0
"Hortaleza, Madrid",Hortaleza,1300000,3,4,270,1,0
"Hortaleza, Madrid",Hortaleza,1850000,5,5,438,0,1
"Hortaleza, Madrid",Hortaleza,5500000,6,7,1150,0,1
"Hortaleza, Madrid",Hortaleza,1900000,4,6,372,0,1
"Hortaleza, Madrid",Hortaleza,1650000,5,5,300,0,1
"Hortaleza, Madrid",Hortaleza,1538000,6,8,605,0,1
"Hortaleza, Madrid",Hortaleza,1095000,3,3,188,1,0
"Hortaleza, Madrid",Hortaleza,1650000,5,4,360,0,1
"Hortaleza, Madrid",Hortaleza,3500000,6,5,890,0,1
"Hortaleza, Madrid",Hortaleza,1300000,3,3,179,1,0
"Hortaleza, Madrid",Hortaleza,2190000,5,5,352,0,1
"Hortaleza, Madrid",Hortaleza,1500000,4,5,400,0,1
"Hortaleza, Madrid",Hortaleza,2150000,5,4,400,0,1
"Hortaleza, Madrid",Hortaleza,1850000,5,5,302,1,0
"Hortaleza, Madrid",Hortaleza,1495000,6,5,481,0,1
"Hortaleza, Madrid",Hortaleza,680000,2,3,137,1,0
"Hortaleza, Madrid",Hortaleza,1300000,3,3,179,1,0
"Hortaleza, Madrid",Hortaleza,475000,1,1,72,1,0
"Hortaleza, Madrid",Hortaleza,2500000,6,5,800,0,1
"Hortaleza, Madrid",Hortaleza,4200000,7,7,875,0,1
"Hortaleza, Madrid",Hortaleza,2690000,7,5,745,0,1
"Hortaleza, Madrid",Hortaleza,3000000,6,5,746,0,1
"Hortaleza, Madrid",Hortaleza,880000,3,4,239,1,0
"Hortaleza, Madrid",Hortaleza,1650000,3,4,290,1,0
"Hortaleza, Madrid",Hortaleza,5500000,8,8,1150,0,1
"Hortaleza, Madrid",Hortaleza,1290000,4,5,346,0,1
"Hortaleza, Madrid",Hortaleza,1650000,5,5,360,0,1
"Hortaleza, Madrid",Hortaleza,860000,2,2,252,1,0
"Hortaleza, Madrid",Hortaleza,1690000,6,6,533,0,1
"Hortaleza, Madrid",Hortaleza,430000,1,1,82,1,0
"Hortaleza, Madrid",Hortaleza,1850000,5,5,302,1,0
"Hortaleza, Madrid",Hortaleza,875000,2,3,134,1,0
"Hortaleza, Madrid",Hortaleza,900000,2,3,150,1,0
"Hortaleza, Madrid",Hortaleza,1590000,4,4,307,0,1
"Hortaleza, Madrid",Hortaleza,1490000,3,4,216,1,0
"Hortaleza, Madrid",Hortaleza,2150000,5,5,407,1,0
"Hortaleza, Madrid",Hortaleza,1690000,6,6,530,0,1
"Hortaleza, Madrid",Hortaleza,2060000,5,5,334,0,1
"Hortaleza, Madrid",Hortaleza,719000,2,3,120,1,0
"Hortaleza, Madrid",Hortaleza,470000,2,3,121,1,0
"Hortaleza, Madrid",Hortaleza,1850000,5,7,302,1,0
"Hortaleza, Madrid",Hortaleza,1300000,5,6,230,0,1
"Hortaleza, Madrid",Hortaleza,2800000,6,5,452,0,1
"Hortaleza, Madrid",Hortaleza,980000,2,4,130,1,0
"Hortaleza, Madrid",Hortaleza,1725000,5,4,540,0,1
"Hortaleza, Madrid",Hortaleza,3500000,6,6,489,0,1
"Hortaleza, Madrid",Hortaleza,399000,1,1,70,1,0
"Hortaleza, Madrid",Hortaleza,825000,3,2,144,1,0
"Hortaleza, Madrid",Hortaleza,2000000,5,6,305,0,1
"Hortaleza, Madrid",Hortaleza,1100000,4,4,263,0,1
"Hortaleza, Madrid",Hortaleza,4000000,6,6,969,0,1
"Hortaleza, Madrid",Hortaleza,1690000,6,6,533,0,1
"Hortaleza, Madrid",Hortaleza,358000,2,3,100,1,0
"Hortaleza, Madrid",Hortaleza,595000,2,4,140,1,0
"Hortaleza, Madrid",Hortaleza,475000,2,4,98,1,0
"Hortaleza, Madrid",Hortaleza,1050000,4,5,337,1,0
"Hortaleza, Madrid",Hortaleza,2060000,5,5,334,0,1
"Hortaleza, Madrid",Hortaleza,1050000,6,6,420,0,1
"Hortaleza, Madrid",Hortaleza,1495000,6,6,482,0,1
"Hortaleza, Madrid",Hortaleza,870000,3,3,314,0,1
"Huertas-Cortes, Madrid",Centro,1175000,3,3,178,1,0
"Huertas-Cortes, Madrid",Centro,1800000,4,3,214,1,0
"Huertas-Cortes, Madrid",Centro,839000,2,2,106,1,0
"Huertas-Cortes, Madrid",Centro,1660000,3,3,228,1,0
"Huertas-Cortes, Madrid",Centro,1715000,2,4,130,1,0
"Huertas-Cortes, Madrid",Centro,650000,2,2,68,1,0
"Huertas-Cortes, Madrid",Centro,790000,2,6,167,1,0
"Huertas-Cortes, Madrid",Centro,425000,1,2,62,1,0
"Ibiza, Madrid",Retiro,530000,1,2,78,1,0
"Ibiza, Madrid",Retiro,1050000,2,3,133,1,0
"Ibiza, Madrid",Retiro,1125000,3,4,173,1,0
"Ibiza, Madrid",Retiro,760000,2,2,101,1,0
"Ibiza, Madrid",Retiro,1140000,2,3,126,1,0
"Ibiza, Madrid",Retiro,1100000,4,5,224,1,0
"Ibiza, Madrid",Retiro,1150000,3,4,174,1,0
"Ibiza, Madrid",Retiro,699000,2,4,126,1,0
"Ibiza, Madrid",Retiro,625000,2,5,117,1,0
"Imperial, Madrid",Arganzuela,850000,3,3,151,1,0
"Imperial, Madrid",Arganzuela,385000,1,3,97,1,0
"Imperial, Madrid",Arganzuela,498000,2,5,139,1,0
"Imperial, Madrid",Arganzuela,245000,1,1,70,1,0
"Imperial, Madrid",Arganzuela,520000,2,3,102,1,0
"Jerónimos, Madrid",Retiro,1129000,3,2,98,1,0
"Jerónimos, Madrid",Retiro,550000,1,2,97,1,0
"Jerónimos, Madrid",Retiro,2700000,3,3,227,1,0
"Jerónimos, Madrid",Retiro,1200000,2,2,124,1,0
"La Paz, Madrid",Fuencarral-El Pardo,517000,2,3,109,1,0
"La Paz, Madrid",Fuencarral-El Pardo,549000,2,3,127,1,0
"La Paz, Madrid",Fuencarral-El Pardo,439000,2,2,103,1,0
"Latina, Madrid",Latina,270000,1,2,53,1,0
"Lavapiés-Embajadores, Madrid",Centro,238000,1,2,51,1,0
"Lavapiés-Embajadores, Madrid",Centro,859000,3,3,133,1,0
"Lavapiés-Embajadores, Madrid",Centro,695000,2,2,262,1,0
"Lavapiés-Embajadores, Madrid",Centro,960000,2,6,204,1,0
"Lavapiés-Embajadores, Madrid",Centro,525000,1,4,131,1,0
"Lavapiés-Embajadores, Madrid",Centro,317000,1,2,60,1,0
"Lavapiés-Embajadores, Madrid",Centro,385000,1,1,56,1,0
"Lavapiés-Embajadores, Madrid",Centro,779000,3,3,176,1,0
"Lavapiés-Embajadores, Madrid",Centro,654000,2,2,159,1,0
"Lavapiés-Embajadores, Madrid",Centro,288000,1,1,52,1,0
"Lavapiés-Embajadores, Madrid",Centro,150000,1,1,24,1,0
"Lavapiés-Embajadores, Madrid",Centro,425000,1,3,80,1,0
"Lavapiés-Embajadores, Madrid",Centro,435000,2,2,102,1,0
"Lavapiés-Embajadores, Madrid",Centro,695000,2,2,262,1,0
"Lavapiés-Embajadores, Madrid",Centro,314000,1,3,76,1,0
"Lavapiés-Embajadores, Madrid",Centro,160000,1,1,25,1,0
"Lavapiés-Embajadores, Madrid",Centro,235000,1,2,64,1,0
"Lavapiés-Embajadores, Madrid",Centro,290000,2,2,62,1,0
"Legazpi, Madrid",Arganzuela,1250000,4,5,302,0,1
"Lista, Madrid",Salamanca,780000,1,2,102,1,0
"Lista, Madrid",Salamanca,1550000,3,3,156,1,0
"Lista, Madrid",Salamanca,995000,2,2,106,1,0
"Lista, Madrid",Salamanca,849000,2,2,83,1,0
"Lista, Madrid",Salamanca,1049000,3,2,115,1,0
"Lista, Madrid",Salamanca,675000,1,2,139,1,0
"Lista, Madrid",Salamanca,569000,1,1,46,1,0
"Lista, Madrid",Salamanca,1375000,3,5,197,1,0
"Lista, Madrid",Salamanca,550000,2,2,69,1,0
"Lista, Madrid",Salamanca,1495000,3,4,224,1,0
"Lista, Madrid",Salamanca,698000,2,2,108,1,0
"Lista, Madrid",Salamanca,800000,2,3,124,1,0
"Lista, Madrid",Salamanca,1625000,4,3,192,1,0
"Lista, Madrid",Salamanca,1495000,3,4,224,1,0
"Lista, Madrid",Salamanca,850000,2,2,100,1,0
"Lista, Madrid",Salamanca,1000000,2,5,186,1,0
"Lista, Madrid",Salamanca,679000,3,2,75,1,0
"Lista, Madrid",Salamanca,1000000,2,5,186,1,0
"Lista, Madrid",Salamanca,550000,2,2,69,1,0
"Lista, Madrid",Salamanca,2055000,3,2,245,1,0
"Lista, Madrid",Salamanca,1074000,2,5,179,1,0
"Lista, Madrid",Salamanca,1950000,3,4,175,1,0
"Los Ángeles, Madrid",Villaverde,145000,1,3,54,1,0
"Los Ángeles, Madrid",Villaverde,299000,2,3,154,1,0
"Malasaña-Universidad, Madrid",Centro,710000,2,3,127,1,0
"Malasaña-Universidad, Madrid",Centro,1420000,2,2,107,1,0
"Malasaña-Universidad, Madrid",Centro,330000,2,2,80,1,0
"Malasaña-Universidad, Madrid",Centro,719000,3,3,87,1,0
"Malasaña-Universidad, Madrid",Centro,950000,3,3,119,1,0
"Malasaña-Universidad, Madrid",Centro,1099000,4,4,166,1,0
"Malasaña-Universidad, Madrid",Centro,499000,1,3,88,1,0
"Malasaña-Universidad, Madrid",Centro,710000,2,3,127,1,0
"Malasaña-Universidad, Madrid",Centro,995000,2,2,125,1,0
"Malasaña-Universidad, Madrid",Centro,795000,2,4,200,1,0
"Malasaña-Universidad, Madrid",Centro,660000,1,2,107,1,0
"Malasaña-Universidad, Madrid",Centro,770000,2,4,123,1,0
"Malasaña-Universidad, Madrid",Centro,548000,1,2,75,1,0
"Malasaña-Universidad, Madrid",Centro,464000,2,3,53,1,0
"Malasaña-Universidad, Madrid",Centro,299000,1,2,61,1,0
"Malasaña-Universidad, Madrid",Centro,570000,2,4,160,1,0
"Malasaña-Universidad, Madrid",Centro,660000,2,1,120,1,0
"Malasaña-Universidad, Madrid",Centro,825000,4,4,164,1,0
"Malasaña-Universidad, Madrid",Centro,575500,1,2,70,1,0
"Malasaña-Universidad, Madrid",Centro,2600000,6,4,500,1,0
"Malasaña-Universidad, Madrid",Centro,240000,1,1,38,1,0
"Malasaña-Universidad, Madrid",Centro,899000,3,3,107,1,0
"Malasaña-Universidad, Madrid",Centro,590000,2,2,93,1,0
"Malasaña-Universidad, Madrid",Centro,660000,2,2,121,1,0
"Malasaña-Universidad, Madrid",Centro,1150000,3,3,133,1,0
"Mirasierra, Madrid",Fuencarral-El Pardo,1625000,5,6,450,0,1
"Mirasierra, Madrid",Fuencarral-El Pardo,1625000,5,6,443,0,1
"Mirasierra, Madrid",Fuencarral-El Pardo,2395000,5,5,781,0,1
"Mirasierra, Madrid",Fuencarral-El Pardo,2395000,4,4,700,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1200000,4,4,300,1,0
"Moncloa, Madrid",Moncloa-Aravaca,1200000,4,5,240,1,0
"Moncloa, Madrid",Moncloa-Aravaca,930000,4,5,265,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1370000,5,4,248,1,0
"Moncloa, Madrid",Moncloa-Aravaca,1950000,6,6,488,0,1
"Moncloa, Madrid",Moncloa-Aravaca,875000,5,7,348,1,0
"Moncloa, Madrid",Moncloa-Aravaca,3500000,6,5,1525,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2950000,8,7,580,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2800000,5,5,780,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1450000,4,5,258,1,0
"Moncloa, Madrid",Moncloa-Aravaca,1290000,4,4,234,1,0
"Moncloa, Madrid",Moncloa-Aravaca,1190000,4,5,231,0,1
"Moncloa, Madrid",Moncloa-Aravaca,840000,3,4,254,1,0
"Moncloa, Madrid",Moncloa-Aravaca,2390000,6,6,400,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1097000,3,3,150,1,0
"Moncloa, Madrid",Moncloa-Aravaca,950000,5,6,430,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1450000,4,5,340,1,0
"Moncloa, Madrid",Moncloa-Aravaca,999000,5,5,308,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2500000,7,6,510,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1450000,3,4,218,1,0
"Moncloa, Madrid",Moncloa-Aravaca,2500000,11,11,500,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2950000,5,6,700,0,1
"Moncloa, Madrid",Moncloa-Aravaca,949000,2,3,240,1,0
"Moncloa, Madrid",Moncloa-Aravaca,5900000,8,5,730,0,1
"Moncloa, Madrid",Moncloa-Aravaca,640000,2,3,115,1,0
"Moncloa, Madrid",Moncloa-Aravaca,720000,2,2,125,1,0
"Moncloa, Madrid",Moncloa-Aravaca,895000,4,6,272,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2500000,6,5,510,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2280000,3,4,268,1,0
"Moncloa, Madrid",Moncloa-Aravaca,750000,2,2,149,1,0
"Moncloa, Madrid",Moncloa-Aravaca,1890000,3,4,316,1,0
"Moncloa, Madrid",Moncloa-Aravaca,1150000,3,3,143,1,0
"Moncloa, Madrid",Moncloa-Aravaca,990000,4,5,292,1,0
"Moncloa, Madrid",Moncloa-Aravaca,2950000,6,6,555,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1190000,6,5,400,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2800000,8,7,780,0,1
"Moncloa, Madrid",Moncloa-Aravaca,5500000,9,7,1200,0,1
"Moncloa, Madrid",Moncloa-Aravaca,3500000,10,7,749,0,1
"Moncloa, Madrid",Moncloa-Aravaca,595000,2,4,140,1,0
"Moncloa, Madrid",Moncloa-Aravaca,349000,1,1,51,1,0
"Moncloa, Madrid",Moncloa-Aravaca,835000,5,4,302,0,1
"Moncloa, Madrid",Moncloa-Aravaca,2900000,12,7,1768,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1450000,5,5,340,1,0
"Moncloa, Madrid",Moncloa-Aravaca,950000,3,3,205,0,1
"Moncloa, Madrid",Moncloa-Aravaca,795000,3,2,201,0,1
"Moncloa, Madrid",Moncloa-Aravaca,1540000,3,4,345,1,0
"Moratalaz, Madrid",Moratalaz,300000,2,4,98,1,0
"Niño Jesús, Madrid",Retiro,550000,1,2,97,1,0
"Niño Jesús, Madrid",Retiro,2450000,4,6,430,1,0
"Nueva España, Madrid",Chamartín,4950000,7,6,886,0,1
"Nueva España, Madrid",Chamartín,730000,2,2,125,1,0
"Nueva España, Madrid",Chamartín,2770000,5,4,370,1,0
"Nueva España, Madrid",Chamartín,2225000,6,5,268,0,1
"Nueva España, Madrid",Chamartín,3700000,6,6,430,0,1
"Nueva España, Madrid",Chamartín,670000,2,4,126,1,0
"Nueva España, Madrid",Chamartín,2300000,5,4,310,1,0
"Nueva España, Madrid",Chamartín,1395000,2,3,177,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,1255000,3,3,153,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,560000,2,3,74,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,2395000,5,4,264,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,697000,1,2,122,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,595000,1,3,89,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,2395000,5,4,264,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,697000,1,2,122,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,1312500,3,4,215,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,1075000,2,3,169,1,0
"Nuevos Ministerios-Ríos Rosas, Madrid",Chamberí,950000,2,4,157,1,0
"Opañel, Madrid",Carabanchel,260000,1,0,78,1,0
"Pacífico, Madrid",Retiro,450000,2,3,94,1,0
"Pacífico, Madrid",Retiro,375000,1,3,92,1,0
"Pacífico, Madrid",Retiro,579000,2,3,145,1,0
"Pacífico, Madrid",Retiro,370000,1,4,86,1,0
"Pacífico, Madrid",Retiro,579000,2,3,118,1,0
"Palacio, Madrid",Centro,320000,1,2,52,1,0
"Palacio, Madrid",Centro,550000,2,3,112,1,0
"Palacio, Madrid",Centro,1080000,2,2,101,1,0
"Palacio, Madrid",Centro,267000,1,0,39,1,0
"Palacio, Madrid",Centro,3600000,3,5,358,1,0
"Palacio, Madrid",Centro,777000,1,2,111,1,0
"Palacio, Madrid",Centro,777000,1,2,111,1,0
"Palacio, Madrid",Centro,777000,1,2,111,1,0
"Palacio, Madrid",Centro,2575000,4,4,215,1,0
"Palacio, Madrid",Centro,1356000,2,2,122,1,0
"Palacio, Madrid",Centro,375000,1,1,66,1,0
"Palacio, Madrid",Centro,1175000,3,4,173,1,0
"Palomas, Madrid",Hortaleza,860000,2,2,195,1,0
"Palomas, Madrid",Hortaleza,470000,1,2,91,1,0
"Palomas, Madrid",Hortaleza,2060000,5,5,334,0,1
"Palomas, Madrid",Hortaleza,795000,2,3,146,1,0
"Palos de Moguer, Madrid",Arganzuela,380000,1,3,75,1,0
"Palos de Moguer, Madrid",Arganzuela,530000,2,3,93,1,0
"Palos de Moguer, Madrid",Arganzuela,525000,2,3,104,1,0
"Pau de Carabanchel, Madrid",Carabanchel,378000,2,3,104,1,0
"Peñagrande, Madrid",Fuencarral-El Pardo,1237000,7,8,485,0,1
"Peñagrande, Madrid",Fuencarral-El Pardo,1790000,4,5,414,0,1
"Peñagrande, Madrid",Fuencarral-El Pardo,480000,2,3,100,1,0
"Pinar del Rey, Madrid",Hortaleza,345000,2,3,98,1,0
"Prosperidad, Madrid",Chamartín,1400000,2,4,236,1,0
"Prosperidad, Madrid",Chamartín,430000,2,2,76,1,0
"Prosperidad, Madrid",Chamartín,1329000,5,5,442,1,0
"Prosperidad, Madrid",Chamartín,699000,3,5,160,1,0
"Prosperidad, Madrid",Chamartín,290000,1,2,42,1,0
"Prosperidad, Madrid",Chamartín,399000,1,2,81,1,0
"Prosperidad, Madrid",Chamartín,1200000,3,3,236,1,0
"Pueblo Nuevo, Madrid",Ciudad Lineal,214900,1,2,70,1,0
"Pueblo Nuevo, Madrid",Ciudad Lineal,334740,2,2,102,1,0
"Pueblo Nuevo, Madrid",Ciudad Lineal,229900,1,2,75,1,0
"Puente de Vallecas, Madrid",Puente de Vallecas,240000,1,2,100,1,0
"Puente de Vallecas, Madrid",Puente de Vallecas,210000,3,3,153,1,0
"Puerta del Ángel, Madrid",Latina,880000,2,5,164,1,0
"Puerta del Ángel, Madrid",Latina,660000,3,5,202,1,0
"Puerta del Ángel, Madrid",Latina,625000,2,3,125,1,0
"Puerta del Ángel, Madrid",Latina,199000,1,2,66,1,0
"Quintana, Madrid",Ciudad Lineal,249900,1,2,70,1,0
"Quintana, Madrid",Ciudad Lineal,259000,1,2,54,1,0
"Quintana, Madrid",Ciudad Lineal,449900,2,3,105,1,0
"Recoletos, Madrid",Salamanca,1920000,3,3,183,1,0
"Recoletos, Madrid",Salamanca,1590750,3,3,116,1,0
"Recoletos, Madrid",Salamanca,5700000,5,4,305,1,0
"Recoletos, Madrid",Salamanca,3950000,5,4,291,1,0
"Recoletos, Madrid",Salamanca,1300000,4,3,133,1,0
"Recoletos, Madrid",Salamanca,2600000,3,4,247,1,0
"Recoletos, Madrid",Salamanca,1300000,4,3,121,1,0
"Recoletos, Madrid",Salamanca,1750000,3,2,150,1,0
"Recoletos, Madrid",Salamanca,5500000,4,4,299,1,0
"Recoletos, Madrid",Salamanca,1920000,3,3,211,1,0
"Recoletos, Madrid",Salamanca,1650000,2,2,137,1,0
"Recoletos, Madrid",Salamanca,5000000,4,3,447,1,0
"Recoletos, Madrid",Salamanca,2390000,4,4,200,1,0
"Recoletos, Madrid",Salamanca,1598000,3,3,116,1,0
"Recoletos, Madrid",Salamanca,1200000,2,2,114,1,0
"Recoletos, Madrid",Salamanca,1750000,3,2,143,1,0
"Recoletos, Madrid",Salamanca,8900000,6,5,713,1,0
"Recoletos, Madrid",Salamanca,990000,2,3,102,1,0
"Recoletos, Madrid",Salamanca,1490000,2,3,120,1,0
"Recoletos, Madrid",Salamanca,730000,1,1,81,1,0
"Rejas, Madrid",San Blas-Canillejas,359000,1,1,86,1,0
"Rejas, Madrid",San Blas-Canillejas,262500,1,1,63,1,0
"Retiro, Madrid",Retiro,1125000,3,3,173,1,0
"Retiro, Madrid",Retiro,1200000,2,2,124,1,0
"Retiro, Madrid",Retiro,557000,2,3,91,1,0
"Retiro, Madrid",Retiro,695000,2,4,125,1,0
"Retiro, Madrid",Retiro,1230000,4,3,225,1,0
"Retiro, Madrid",Retiro,990000,2,3,146,1,0
"Retiro, Madrid",Retiro,1150000,3,4,158,1,0
"Retiro, Madrid",Retiro,735000,2,2,107,1,0
"Retiro, Madrid",Retiro,599000,2,3,106,1,0
"Retiro, Madrid",Retiro,670000,2,3,140,1,0
"Retiro, Madrid",Retiro,769000,2,2,198,1,0
"Retiro, Madrid",Retiro,1360000,3,2,210,1,0
"Retiro, Madrid",Retiro,880000,3,3,167,1,0
"Retiro, Madrid",Retiro,800000,2,3,158,1,0
"Retiro, Madrid",Retiro,660000,2,2,88,1,0
"Retiro, Madrid",Retiro,1125000,2,4,142,1,0
"Retiro, Madrid",Retiro,1050000,2,2,180,1,0
"Retiro, Madrid",Retiro,2100000,2,2,131,1,0
"Retiro, Madrid",Retiro,750000,3,2,109,1,0
"Retiro, Madrid",Retiro,670000,2,3,105,1,0
"Retiro, Madrid",Retiro,635000,3,4,151,1,0
"Salvador, Madrid",San Blas-Canillejas,1175000,5,5,360,0,1
"Salvador, Madrid",San Blas-Canillejas,379900,1,3,116,1,0
"San Blas, Madrid",San Blas-Canillejas,720000,2,3,212,1,0
"San Blas, Madrid",San Blas-Canillejas,1250000,5,4,367,0,1
"San Blas, Madrid",San Blas-Canillejas,535000,3,4,133,1,0
"San Blas, Madrid",San Blas-Canillejas,970000,4,4,279,0,1
"San Blas, Madrid",San Blas-Canillejas,720000,2,3,212,1,0
"San Blas, Madrid",San Blas-Canillejas,375000,2,1,313,1,0
"San Blas, Madrid",San Blas-Canillejas,990000,4,3,320,0,1
"San Blas, Madrid",San Blas-Canillejas,1150000,5,4,370,0,1
"San Blas, Madrid",San Blas-Canillejas,1250000,4,4,367,0,1
"San Diego, Madrid",Puente de Vallecas,180000,1,2,92,1,0
"San Diego, Madrid",Puente de Vallecas,125000,1,1,62,1,0
